"title","genre","nation","time","date","grade","director","star","aud_score","cri_score","net_score","SF","가족","공연실황","공포","느와르","다큐멘터리","드라마","멜로.로맨스","모험","무협","뮤지컬","미스터리","범죄","블랙코미디","서부","서사","서스펜스","스릴러","애니메이션","액션","에로","전쟁","코미디","판타지"
"마이 원 앤 온리","['코미디', '드라마']","미국",108,"2011.05.19","15세 관람가","리처드 론크레인","['르네 젤위거', '케빈 베이컨', '로건 레먼']",NA,6.46,8.12,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"존 말코비치 되기","['판타지', '코미디']","미국",112,"2000.05.13","청소년 관람불가","스파이크 존즈","['존 쿠삭', '카메론 디아즈', '캐서린 키너']",8.67,8.42,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"라이프","['SF', '스릴러']","미국",103,"2017.04.05","15세 관람가","다니엘 에스피노사","['제이크 질렌할', '레베카 퍼거슨', '라이언 레이놀즈']",7.7,5.5,7.93,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"일곱난쟁이","['애니메이션', '모험', '가족']","독일",90,"2014.12.24","전체 관람가","헤랄드 지페르만","['조슈아 그레이엄', '맷 길버트']",7.93,7.88,NA,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"시체 전문 처리반 - 스머글러","['액션', '스릴러']","일본",114,"2013.09.05","청소년 관람불가","이시이 카츠히토","['츠마부키 사토시']",NA,7.08,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"어떤 여인의 고백","['드라마', '전쟁']","프랑스",102,"2013.10.03","청소년 관람불가","아틱 라히미","['골쉬프테 파라하니', '하미드 드자바당', '하시나 부르강']",NA,7.5,8.27,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"빌리지","['미스터리', '스릴러']","미국",106,"2004.09.24","12세 관람가","M. 나이트 샤말란","['브라이스 달라스 하워드', '호아킨 피닉스', '애드리언 브로디']",NA,7.22,NA,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"정사 : 결혼 말고 연애","['멜로/로맨스']","한국",109,"2016.04.19","청소년 관람불가","조경훈","['유소현', '주인철', '김유연']",NA,7.05,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"몽키킹2: 서유기 여정의 시작","['판타지', '액션']","중국",119,"2016.05.19","12세 관람가","정 바오루이","['곽부성', '공리', '풍소봉']",7.5,6.97,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"스윙걸즈","['코미디']","일본",103,"2006.03.23","12세 관람가","야구치 시노부","['우에노 주리', '히라오카 유타', '칸지야 시호리']",NA,7,8.94,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"미스터 캣","['코미디', '가족', '판타지']","미국",87,"2016.10.19","전체 관람가","배리 소넨펠드","['케빈 스페이시', '제니퍼 가너', '크리스토퍼 월켄']",8.78,3.5,8.22,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"밀레니엄 : 제2부 불을 가지고 노는 소녀","['스릴러']","스웨덴",129,"2012.03.22","청소년 관람불가","다니엘 알프레드손","['미카엘 뉘키비스트', '노미 라파스']",NA,5.92,6.66,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"캡틴 하록","['애니메이션', 'SF', '모험']","일본",115,"2014.01.16","12세 관람가","아라마키 신지","['오구리 슌', '미우라 하루마', '아오이 유우']",7.06,6,7.58,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"라빠르망","['드라마']","프랑스",116,"2017.03.09","청소년 관람불가","질 미무니","['모니카 벨루치', '뱅상 카셀', '로만느 보링거']",8.6,8.91,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"러브레이스","['드라마']","미국",92,"2013.10.17","청소년 관람불가","롭 엡스타인","['아만다 사이프리드', '샤론 스톤', '제임스 프랭코']",NA,5.83,7.42,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"그루지 3","['공포', '스릴러']","미국",90,"2009.08.27","15세 관람가","토비 윌킨스","['매튜 나이트', '쇼니 스미스', '마이크 스트라웁']",NA,2.75,4.67,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"드래곤볼Z : 신들의 전쟁","['애니메이션', '액션', '모험', 'SF', '판타지']","일본",105,"2013.08.29","전체 관람가","호소다 마사히로","['노자와 마사코', '야마데라 코이치', '모리타 마사카즈']",NA,8.11,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1"
"밴티지 포인트","['액션', '스릴러', '드라마']","미국",90,"2008.02.28","15세 관람가","피트 트레비스","['데니스 퀘이드', '매튜 폭스', '포레스트 휘태커']",NA,5.33,7.83,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"클랜","['범죄', '스릴러']","아르헨티나",108,"2016.05.12","15세 관람가","파블로 트라페로","['길예르모 프란셀라', '피터 란자니', '릴리 포포비크']",8.52,7.42,7.09,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"8월의 크리스마스","['드라마', '멜로/로맨스']","한국",97,"2013.11.06","15세 관람가","허진호","['한석규', '심은하']",10,7.96,9.22,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"세가지 색 제3편 - 레드/박애","['드라마']","프랑스",99,"1994.09.17","청소년 관람불가","크지슈토프 키에슬로프스키","['이렌느 야곱', '장-루이 트린티냥']",9.14,8.51,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"버스 657","['액션', '스릴러']","미국",92,"2016.01.14","15세 관람가","스콧 만","['로버트 드 니로', '제프리 딘 모건', '데이브 바티스타']",8.5,4.5,8.07,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"티스","['공포', '코미디']","미국",93,"2015.09.17","청소년 관람불가","밋첼 릭텐스타인","['제스 웨이슬러', '존 헨슬리', '조쉬 파이스']",NA,5.78,5.9,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"거북이 달린다","['범죄', '코미디', '액션', '드라마']","한국",117,"2009.06.11","15세 관람가","이연우","['김윤석', '정경호', '견미리']",NA,6.29,8.43,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"졸업","['드라마', '멜로/로맨스', '코미디']","미국",105,"1988.11.19","청소년 관람불가","마이크 니콜스","['앤 밴크로프트', '더스틴 호프만', '캐서린 로스']",NA,8.45,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"천주정","['드라마']","중국",130,"2014.03.27","청소년 관람불가","지아 장 커","['강무', '자오 타오']",8.04,8.11,8.26,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"눈물이 주룩주룩","['드라마', '멜로/로맨스']","일본",117,"2007.05.17","12세 관람가","도이 노부히로","['츠마부키 사토시', '나가사와 마사미']",NA,5.5,5.83,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"패션 오브 크라이스트","['드라마']","미국",125,"2017.04.10","15세 관람가","멜 깁슨","['제임스 카비젤']",NA,8.63,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"필스","['코미디', '범죄', '드라마']","영국",97,"2013.11.21","청소년 관람불가","존 S. 베어드","['제임스 맥어보이', '제이미 벨', '이모겐 푸츠']",NA,6,7.79,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"콜래트럴","['범죄', '드라마', '스릴러']","미국",120,"2004.10.15","15세 관람가","마이클 만","['톰 크루즈', '제이미 폭스']",9.25,7.95,NA,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"내 남편의 가정교사","['멜로/로맨스']","한국",113,"2017.02.16","청소년 관람불가","박선욱","['홍새희', '백선', '백세리']",NA,6.79,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"멤피스 벨","['액션', '드라마', '전쟁']","미국",110,"1991.04.05","15세 관람가","마이클 카튼-존스","['매튜 모딘', '에릭 스톨츠', '테이트 도노반']",NA,8.63,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"소울이터","['애니메이션', '판타지']","일본",25,"2008.04.07","15세 관람가","이가라시 타쿠야","['오미가와 치아키', '우치야마 코우키']",9.5,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"붉은 가족","['드라마', '액션', '서스펜스']","한국",99,"2013.11.06","15세 관람가","이주형","['김유미', '정우', '손병호']",NA,7,8.22,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"뱀파이어와의 인터뷰","['공포', '드라마']","미국",123,"1994.12.31","청소년 관람불가","닐 조던","['톰 크루즈', '브래드 피트', '안토니오 반데라스']",NA,9.13,NA,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"오페라의 유령","['드라마', '멜로/로맨스', '뮤지컬']","미국",143,"2016.12.15","12세 관람가","조엘 슈마허","['제라드 버틀러', '에미 로섬']",8.85,8.65,NA,"0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"내 연애의 기억","['멜로/로맨스', '코미디']","한국",93,"2014.08.20","청소년 관람불가","이권","['강예원', '송새벽']",6.7,5.8,6.79,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"트랜스포터 - 라스트 미션","['액션']","프랑스",103,"2009.01.08","15세 관람가","올리비에 메가턴","['제이슨 스타뎀', '나탈리아 루다코바']",NA,5.91,7.62,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"로닌","['액션', '범죄', '스릴러']","미국",121,"1998.11.14","15세 관람가","존 프랑켄하이머","['로버트 드 니로']",NA,7.41,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"더블 팀","['액션']","미국",90,"1997.09.13","15세 관람가","서극","['쟝-끌로드 반담', '데니스 로드맨']",NA,7.7,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"몽키킹 제로","['판타지', '멜로/로맨스', '액션']","중국",85,"2016.09.22","12세 관람가","묘술","['쉬제얼', '위안 샤오차오']",NA,2.79,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"베이트","['액션', '코미디', '범죄', '스릴러']","캐나다",119,"2001.03.17","15세 관람가","안톤 후쿠아","['제이미 폭스', '데이빗 모스']",NA,6.64,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0"
"인어공주:새로운 모험의 시작","['애니메이션']","중국",77,"2016.11.03","전체 관람가","아담 추 ","['김경희', '김연우', '윤세웅']",6.47,5.32,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"더스트 오브 워","['액션']","미국",91,"2015.07.23","청소년 관람불가","앤드류 카이트링거","['스티븐 루크', '조단 맥파든']",NA,7.95,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"연애소설","['멜로/로맨스', '드라마']","한국",106,"2002.09.13","12세 관람가","이한","['차태현', '이은주', '손예진']",NA,8.97,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"헝거게임 : 판엠의 불꽃","['판타지', '액션', '드라마']","미국",142,"2012.04.05","15세 관람가","게리 로스","['제니퍼 로렌스', '조쉬 허처슨', '리암 헴스워스']",NA,6.22,7.19,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"스킵트레이스: 합동수사","['액션', '코미디']","홍콩",107,"2016.08.31","15세 관람가","레니 할린","['성룡', '조니 녹스빌', '판빙빙']",8.41,5,6.61,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"쏘우 - 여섯번의 기회","['범죄', '공포', '미스터리', '스릴러']","미국",90,"2010.01.07","청소년 관람불가","케빈 그루터트","['토빈 벨', '코스타스 맨다이어', '쇼니 스미스']",NA,2.88,7.48,"0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
"스타워즈 에피소드 2 - 클론의 습격","['SF', '모험', '전쟁', '드라마']","미국",142,"2002.07.03","전체 관람가","조지 루카스","['이완 맥그리거', '나탈리 포트만', '헤이든 크리스텐슨']",NA,7.78,NA,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"영웅 :  천하의 시작","['액션', '드라마', '전쟁', '판타지']","중국",109,"2014.03.20","15세 관람가","장이머우","['이연걸', '양조위', '장만옥']",6.33,6,8.39,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1"
"스피시즈","['공포', 'SF', '스릴러']","미국",108,"1995.10.07","청소년 관람불가","로저 도널드슨","['벤 킹슬리', '마이클 매드슨', '알프리드 몰리나']",NA,7.19,NA,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"SMTOWN THE STAGE","['다큐멘터리']","한국",107,"2015.08.13","전체 관람가","배성상","['강타', '보아', '동방신기']",8.93,8.24,NA,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"위크엔드 인 파리","['코미디', '드라마', '멜로/로맨스']","영국",99,"2014.05.01","15세 관람가","로저 미첼","['짐 브로드벤트', '린제이 던칸']",8.27,5.67,8.12,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"저지 드레드","['액션', 'SF', '스릴러']","영국",95,"2012.12.06","청소년 관람불가","피트 트레비스","['칼 어번', '올리비아 썰비', '제이슨 코프']",NA,7,7.31,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"마터스","['공포', '스릴러']","미국",87,"2016.10.20","청소년 관람불가","케빈 고츠","['트로이안 벨리사리오', '베일리 노블', '케이트 버튼']",6.21,1,6.91,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"엄마는 창녀다","['드라마']","한국",96,"2011.03.31","청소년 관람불가","이상우","['이상우', '이용녀']",NA,6,5.59,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"웨스턴 리벤지","['액션', '서부']","덴마크",92,"2014.10.30","청소년 관람불가","크리스티안 레브링","['매즈 미켈슨', '에바 그린', '제프리 딘 모건']",7.31,6.32,7.71,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"폼포코 너구리 대작전","['애니메이션', '가족', '판타지']","일본",119,"2005.04.28","전체 관람가","다카하타 이사오","['신초우 코콘데이', '노노무라 마코토', '이시다 유리코']",NA,8.25,NA,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"자투라 - 스페이스 어드벤쳐","['판타지', '모험', 'SF']","미국",101,"2006.02.23","전체 관람가","존 파브로","['팀 로빈스', '조쉬 허처슨', '조나 보보']",NA,5,7.97,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"나비효과: 레버레이션","['드라마', '판타지', '공포', 'SF', '스릴러']","미국",90,"2011.03.10","청소년 관람불가","세스 그로스먼","['크리스 카맥', '레이첼 마이너', '멜리사 존스']",NA,4,7.3,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"레고 무비","['애니메이션', '액션', '코미디']","오스트레일리아",100,"2016.05.04","전체 관람가","필 로드","['윌 페렐', '리암 니슨', '알리슨 브리']",8.42,7.2,8.46,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0"
"아는 여자","['코미디']","한국",107,"2004.06.25","15세 관람가","장진","['정재영', '이나영']",NA,9.13,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"사랑을 위하여","['드라마', '멜로/로맨스']","미국",137,"2000.05.05","12세 관람가","샘 레이미","['케빈 코스트너', '켈리 프레스턴']",NA,8.33,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"프렌즈","['코미디']","미국",30,"1994.09.22","15세 관람가","로비 벤슨","['제니퍼 애니스톤', '커트니 콕스', '리사 쿠드로']",9.71,NA,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"미스 페레그린과 이상한 아이들의 집","['판타지', '미스터리']","미국",127,"2016.09.28","12세 관람가","팀 버튼","['에바 그린', '에이사 버터필드', '사무엘 L. 잭슨']",8.58,7.08,8.46,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"멀홀랜드 드라이브","['드라마', '미스터리', '스릴러']","프랑스",136,"2001.11.30","청소년 관람불가","데이빗 린치","['나오미 왓츠', '로라 해링']",NA,7.59,NA,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"쥬라기 공원 3D","['SF', '액션', '모험']","미국",123,"2013.06.27","12세 관람가","스티븐 스필버그","['샘 닐', '로라 던', '제프 골드브럼']",NA,9.29,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"극장판 도라에몽: 진구의 공룡대탐험","['애니메이션', '가족', 'SF', '판타지']","일본",107,"2009.07.15","전체 관람가","와타나베 아유무","['미즈타 와사비']",NA,7,8.07,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"스파이더맨","['액션', 'SF', '모험', '스릴러']","미국",121,"2002.05.03","12세 관람가","샘 레이미","['토비 맥과이어', '윌렘 대포', '커스틴 던스트']",NA,8.7,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"아노말리사","['애니메이션', '코미디', '판타지']","미국",90,"2016.03.30","청소년 관람불가","찰리 카우프만","['제니퍼 제이슨 리', '데이빗 듈리스', '톰 누난']",7.77,7.67,7.46,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1"
"초한지: 영웅의 부활","['액션', '드라마', '전쟁']","중국",116,"2013.03.28","15세 관람가","루 추안","['류예', '오언조', '장첸']",NA,4,8.52,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"더 코브: 슬픈 돌고래의 진실","['다큐멘터리']","미국",91,"2009.10.29","12세 관람가","루이 시호요스","['조 치숌', '맨디-래 크루이크생크']",NA,7.58,9.27,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"라라랜드","['드라마', '뮤지컬', '멜로/로맨스']","미국",127,"2016.12.07","12세 관람가","다미엔 차젤레","['라이언 고슬링', '엠마 스톤']",8.86,8.34,8.59,"0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"주먹이 운다","['드라마', '액션']","한국",134,"2005.04.01","15세 관람가","류승완","['최민식', '류승범']",NA,8.84,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"종횡사해","['범죄', '액션', '드라마']","홍콩",107,"2015.10.15","15세 관람가","오우삼","['주윤발', '장국영', '중추훙']",9.5,8.86,NA,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"위 워 솔저스","['전쟁', '드라마']","미국",138,"2002.05.03","15세 관람가","랜들 월리스","['멜 깁슨']",NA,8.16,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"집으로 가는 길","['드라마']","한국",131,"2013.12.11","15세 관람가","방은진","['전도연', '고수']",NA,6.5,8.81,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"컨저링 2","['공포']","미국",134,"2016.06.09","15세 관람가","제임스 완","['베라 파미가', '패트릭 윌슨', '프란카 포텐테']",8.34,6.57,8.24,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"트럼보","['드라마']","미국",124,"2016.04.07","15세 관람가","제이 로치","['브라이언 크랜스톤', '다이안 레인', '헬렌 미렌']",8.74,7.6,8.82,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7번방의 선물","['코미디']","한국",127,"2013.01.23","15세 관람가","이환경","['류승룡', '박신혜', '갈소원']",NA,6.58,8.86,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"열정같은소리하고있네","['드라마']","한국",106,"2015.11.25","15세 관람가","정기훈","['정재영', '박보영']",7.96,5.47,7.35,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21 그램","['범죄', '스릴러', '드라마']","미국",126,"2004.10.23","청소년 관람불가","알레한드로 곤잘레스 이냐리투","['숀 펜', '베네치오 델 토로', '나오미 왓츠']",7,8.19,NA,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"할머니의 먼 집","['다큐멘터리']","한국",92,"2016.09.29","전체 관람가","이소현","['박삼순', '이소현', '장춘옥']",9.24,6,9.49,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"반칙왕","['코미디', '드라마']","한국",112,"2000.02.04","12세 관람가","김지운","['송강호', '장진영']",NA,8.4,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"넥스트 투모로우","['액션', 'SF']","미국",91,"2013.07.11","12세 관람가","트레비스 포트","['패트릭 라비오티스', '줄리 맥컬러프', '숀 코리 쿠퍼']",NA,2.85,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"그래 가족","['드라마', '코미디']","한국",106,"2017.02.15","12세 관람가","마대윤","['이요원', '정만식', '이솜']",9.28,4.5,8.55,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"귀향","['드라마']","한국",127,"2016.02.24","15세 관람가","조정래","['강하나', '최리', '손숙']",9.33,5.8,9.17,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"로빙화","['가족', '드라마']","대만",100,"1993.09.25","전체 관람가","양립국","['황곤현', '이숙정']",NA,9.55,NA,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"킹 오브 프리즘","['드라마', '애니메이션', '판타지']","일본",60,"2016.08.11","12세 관람가","히시다 마사카즈","['카키하라 테츠야', '마에노 토모아키', '마스다 토시키']",9.72,9.27,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"S 다이어리","['코미디']","한국",104,"2004.10.22","15세 관람가","권종관","['김선아']",NA,5.37,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"듀 데이트","['코미디']","미국",95,"2010.11.24","청소년 관람불가","토드 필립스","['로버트 다우니 주니어', '자흐 갈리피아나키스', '미셸 모나한']",NA,6.08,7.15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"엔드 오브 디 어스","['공포', '스릴러']","캐나다",85,"2015.01.29","청소년 관람불가","데렉 리","['데렉 리', '클리프 프라우즈']",6.5,5.88,7.66,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"노 원 리브스","['공포', '스릴러']","미국",86,"2013.08.29","청소년 관람불가","기타무라 류헤이","['루크 에반스', '애드레이드 크레멘스', '데릭 맥야']",NA,6.63,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"늑대 여인","['드라마']","이탈리아",93,"2015.12.04","15세 관람가","알베르토 라투아다","['케리머', '에토르 마니']",10,10,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"파파좀비","['드라마']","한국",89,"2016.12.29","전체 관람가","고현창","['조한철', '정예우', '고서희']",10,4,7.64,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"마이 리틀 자이언트","['모험', '가족', '코미디']","영국",117,"2016.08.10","전체 관람가","스티븐 스필버그","['마크 라이런스', '루비 반힐', '레베카 홀']",NA,7.45,7.83,"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"붉은 수수밭","['드라마', '전쟁']","중국",90,"1989.09.09","NR","장예모","['공리', '강문']",NA,8.39,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"몽상가들","['드라마']","영국",114,"2014.02.06","청소년 관람불가","베르나르도 베르톨루치","['마이클 피트', '에바 그린', '루이스 가렐']",8.72,7.81,8.18,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1408","['공포', '스릴러']","미국",94,"2007.08.01","15세 관람가","미카엘 하프스트롬","['존 쿠삭', '사무엘 L. 잭슨']",NA,6.67,7.68,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"스텝업4 : 레볼루션","['멜로/로맨스', '드라마']","미국",98,"2012.08.15","12세 관람가","스콧 스피어","['라이언 구즈먼', '캐스린 맥코믹']",NA,5.5,8.78,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"매그놀리아","['드라마']","미국",188,"2000.04.15","청소년 관람불가","폴 토마스 앤더슨","['멜로라 월터스', '톰 크루즈', '멜린다 딜론']",8.75,8.19,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"레지던트 이블 2","['액션', '공포', 'SF', '스릴러']","미국",95,"2004.11.05","청소년 관람불가","알렉산더 윗","['밀라 요보비치', '시에나 길로리', '오데드 페르']",NA,8.02,NA,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
